"","Location","Latitude","Longitude","AircraftId","Date","Origin","Destination","DepartureAEST","ArrivalAEST"
"541","Rockhampton",-23.3728683,150.475548,"FD449","04-07-2022","Rockhampton (ROK / YBRK)","Gladstone (GLT / YGLA)",21:02:00,22:24:00
"542","Rockhampton",-23.3728683,150.475548,"FD449","07-07-2022","Rockhampton (ROK / YBRK)","Emerald (EMD / YEML)",13:47:00,15:12:00
"543","Rockhampton",-23.3728683,150.475548,"FD456","10-07-2022","Rockhampton (ROK / YBRK)","Longreach (YLRE)",13:35:00,15:05:00
"544","Rockhampton",-23.3728683,150.475548,"FD449","09-07-2022","Rockhampton (ROK / YBRK)","Emerald (EMD / YEML)",14:42:00,16:06:00
"545","Rockhampton",-23.3728683,150.475548,"FD489","11-07-2022","Rockhampton (ROK / YBRK)","Cairns (CNS / YBCS)",17:51:00,19:21:00
"546","Rockhampton",-23.3728683,150.475548,"FD478","17-07-2022","Rockhampton (ROK / YBRK)","Thangool (THG / YTNG)",19:41:00,21:04:00
"547","Rockhampton",-23.3728683,150.475548,"FD449","13-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",00:56:00,02:20:00
"548","Rockhampton",-23.3728683,150.475548,"FD425","16-07-2022","Rockhampton (ROK / YBRK)","Alpha (ABH / YAPH)",17:10:00,18:36:00
"549","Rockhampton",-23.3728683,150.475548,"FD478","15-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",14:15:00,15:43:00
"550","Rockhampton",-23.3728683,150.475548,"FD467","06-07-2022","Rockhampton (ROK / YBRK)","Maroochydore/Sunshine Coast (MCY / YBSU)",23:51:00,01:18:00
"551","Rockhampton",-23.3728683,150.475548,"FD478","12-07-2022","Rockhampton (ROK / YBRK)","Barcaldine (BCI / YBAR)",19:22:00,20:51:00
"552","Rockhampton",-23.3728683,150.475548,"FD467","07-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",04:10:00,05:37:00
"553","Rockhampton",-23.3728683,150.475548,"FD449","11-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",14:42:00,16:06:00
"554","Rockhampton",-23.3728683,150.475548,"FD449","14-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",14:27:00,15:52:00
"555","Rockhampton",-23.3728683,150.475548,"FD449","12-07-2022","Rockhampton (ROK / YBRK)","Emerald (EMD / YEML)",19:57:00,21:21:00
"556","Rockhampton",-23.3728683,150.475548,"FD478","08-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",17:04:00,18:32:00
"557","Rockhampton",-23.3728683,150.475548,"FD456","11-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",01:12:00,02:39:00
"558","Rockhampton",-23.3728683,150.475548,"FD489","05-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",21:11:00,22:38:00
"559","Rockhampton",-23.3728683,150.475548,"FD425","05-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",10:05:00,11:28:00
"560","Rockhampton",-23.3728683,150.475548,"FD456","09-07-2022","Rockhampton (ROK / YBRK)","Roma (RMA / YROM)",11:16:00,12:42:00
"561","Rockhampton",-23.3728683,150.475548,"FD449","04-07-2022","Rockhampton (ROK / YBRK)","Mackay (MKY / YBMK)",20:45:00,22:12:00
"562","Rockhampton",-23.3728683,150.475548,"FD478","04-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",08:31:00,09:58:00
"563","Rockhampton",-23.3728683,150.475548,"FD449","17-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",09:18:00,10:45:00
"564","Rockhampton",-23.3728683,150.475548,"FD478","14-07-2022","Rockhampton (ROK / YBRK)","Emerald (EMD / YEML)",15:57:00,17:21:00
"565","Rockhampton",-23.3728683,150.475548,"FD456","12-07-2022","Rockhampton (ROK / YBRK)","Emerald (EMD / YEML)",19:01:00,20:25:00
"566","Rockhampton",-23.3728683,150.475548,"FD456","05-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",11:38:00,13:05:00
"567","Rockhampton",-23.3728683,150.475548,"FD456","15-07-2022","Rockhampton (ROK / YBRK)","Kingaroy (KGY / YKRY)",16:25:00,17:51:00
"568","Rockhampton",-23.3728683,150.475548,"FD478","16-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",20:11:00,21:38:00
"569","Rockhampton",-23.3728683,150.475548,"FD449","05-07-2022","Rockhampton (ROK / YBRK)","Gladstone (GLT / YGLA)",22:51:00,00:13:00
"570","Rockhampton",-23.3728683,150.475548,"FD489","06-07-2022","Rockhampton (ROK / YBRK)","Mackay (MKY / YBMK)",16:25:00,17:50:00
"571","Rockhampton",-23.3728683,150.475548,"FD456","06-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",14:41:00,16:09:00
"572","Rockhampton",-23.3728683,150.475548,"FD489","05-07-2022","Rockhampton (ROK / YBRK)","Gladstone (GLT / YGLA)",13:57:00,15:19:00
"573","Rockhampton",-23.3728683,150.475548,"FD478","14-07-2022","Rockhampton (ROK / YBRK)","Moura (YMOU)",15:28:00,16:51:00
"574","Rockhampton",-23.3728683,150.475548,"FD425","17-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",16:27:00,17:52:00
"575","Rockhampton",-23.3728683,150.475548,"FD427","17-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",00:48:00,02:15:00
"576","Rockhampton",-23.3728683,150.475548,"FD478","13-07-2022","Rockhampton (ROK / YBRK)","Longreach (YLRE)",16:08:00,17:38:00
"577","Rockhampton",-23.3728683,150.475548,"FD449","10-07-2022","Rockhampton (ROK / YBRK)","Blackall (BKQ / YBCK)",17:03:00,18:32:00
"578","Rockhampton",-23.3728683,150.475548,"FD449","15-07-2022","Rockhampton (ROK / YBRK)","Dysart (DYA / YDYS)",11:18:00,12:42:00
"579","Rockhampton",-23.3728683,150.475548,"FD478","06-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",13:59:00,15:27:00
"580","Rockhampton",-23.3728683,150.475548,"FD456","16-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",18:00:00,19:29:00
"581","Rockhampton",-23.3728683,150.475548,"FD449","08-07-2022","Rockhampton (ROK / YBRK)","Gladstone (GLT / YGLA)",14:35:00,15:57:00
"582","Rockhampton",-23.3728683,150.475548,"FD449","04-07-2022","Rockhampton (ROK / YBRK)","Rockhampton (ROK / YBRK)",16:57:00,18:25:00
"583","Rockhampton",-23.3728683,150.475548,"FD425","14-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",17:47:00,19:11:00
"584","Rockhampton",-23.3728683,150.475548,"FD449","17-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",16:12:00,17:40:00
"585","Rockhampton",-23.3728683,150.475548,"FD425","11-07-2022","Rockhampton (ROK / YBRK)","Bundaberg (BDB / YBUD)",08:31:00,09:55:00
"586","Rockhampton",-23.3728683,150.475548,"FD467","14-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",13:42:00,15:11:00
"587","Rockhampton",-23.3728683,150.475548,"FD489","06-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",00:05:00,01:33:00
"588","Rockhampton",-23.3728683,150.475548,"FD456","11-07-2022","Rockhampton (ROK / YBRK)","Hervey Bay (HVB / YHBA)",19:40:00,21:05:00
"589","Rockhampton",-23.3728683,150.475548,"FD449","07-07-2022","Rockhampton (ROK / YBRK)","Maryborough (MBH / YMYB)",12:35:00,14:00:00
"590","Rockhampton",-23.3728683,150.475548,"FD467","15-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",01:34:00,03:04:00
"591","Rockhampton",-23.3728683,150.475548,"FD489","07-07-2022","Rockhampton (ROK / YBRK)","Gladstone (GLT / YGLA)",17:08:00,18:30:00
"592","Rockhampton",-23.3728683,150.475548,"FD478","17-07-2022","Rockhampton (ROK / YBRK)","Kingaroy (KGY / YKRY)",10:35:00,12:01:00
"593","Rockhampton",-23.3728683,150.475548,"FD456","10-07-2022","Rockhampton (ROK / YBRK)","Longreach (YLRE)",15:35:00,17:05:00
"594","Rockhampton",-23.3728683,150.475548,"FD456","17-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",08:23:00,09:52:00
"595","Rockhampton",-23.3728683,150.475548,"FD478","13-07-2022","Rockhampton (ROK / YBRK)","Blackall (BKQ / YBCK)",12:24:00,13:54:00
"596","Rockhampton",-23.3728683,150.475548,"FD456","05-07-2022","Rockhampton (ROK / YBRK)","Brisbane (BNE / YBBN)",11:34:00,13:02:00
"597","Roma",-26.5439832,148.7792139,"FD493","17-07-2022","Roma (RMA / YROM)","Kingaroy (KGY / YKRY)",13:53:00,15:23:00
"598","Roma",-26.5439832,148.7792139,"FD456","07-07-2022","Roma (RMA / YROM)","Mitchell (YMIT)",17:51:00,19:21:00
"599","Roma",-26.5439832,148.7792139,"FD489","08-07-2022","Roma (RMA / YROM)","Toowoomba (YTWB)",09:46:00,11:16:00
"600","Roma",-26.5439832,148.7792139,"FD467","15-07-2022","Roma (RMA / YROM)","Toowoomba (YTWB)",13:53:00,15:23:00
"601","Roma",-26.5439832,148.7792139,"FD456","09-07-2022","Roma (RMA / YROM)","Longreach (YLRE)",20:51:00,22:21:00
"602","Roma",-26.5439832,148.7792139,"FD456","04-07-2022","Roma (RMA / YROM)","Brisbane (BNE / YBBN)",20:00:00,21:30:00
"603","Roma",-26.5439832,148.7792139,"FD478","05-07-2022","Roma (RMA / YROM)","Brisbane (BNE / YBBN)",15:51:00,17:21:00
"604","Roma",-26.5439832,148.7792139,"FD493","07-07-2022","Roma (RMA / YROM)","Thargomindah (XTG / YTGM)",20:51:00,22:21:00
"605","Roma",-26.5439832,148.7792139,"FD456","11-07-2022","Roma (RMA / YROM)","Brisbane (BNE / YBBN)",11:37:00,13:07:00
"606","Tamworth",-31.0844541,150.8483738,"AM273","11-07-2022","Tamworth (TMW / YSTW)","Newcastle-Williamtown Airport / RAAF (NTL / YWLM)",13:42:00,15:20:00
"607","Tamworth",-31.0844541,150.8483738,"AM273","09-07-2022","Tamworth (TMW / YSTW)","Newcastle-Williamtown Airport / RAAF (NTL / YWLM)",14:47:00,16:24:00
"608","Tamworth",-31.0844541,150.8483738,"AM273","06-07-2022","Tamworth (TMW / YSTW)","Newcastle-Williamtown Airport / RAAF (NTL / YWLM)",19:37:00,21:15:00
"609","Tamworth",-31.0844541,150.8483738,"AM273","07-07-2022","Tamworth (TMW / YSTW)","Newcastle-Williamtown Airport / RAAF (NTL / YWLM)",11:40:00,13:17:00
"610","Tamworth",-31.0844541,150.8483738,"AM273","10-07-2022","Tamworth (TMW / YSTW)","Coffs Harbour (YCFS)",18:16:00,19:54:00
"611","Tamworth",-31.0844541,150.8483738,"AM273","18-07-2022","Tamworth (TMW / YSTW)","Coffs Harbour (YCFS)",16:15:00,17:52:00
"612","Tamworth",-31.0844541,150.8483738,"AM273","06-07-2022","Tamworth (TMW / YSTW)","Newcastle-Williamtown Airport / RAAF (NTL / YWLM)",12:05:00,13:43:00
"613","Townsville",-19.2529253,146.7730751,"FD480","08-07-2022","Townsville (TSV / YBTL)","Bowen (ZBO / YBWN)",13:49:00,15:38:00
"614","Townsville",-19.2529253,146.7730751,"FD423","10-07-2022","Townsville (TSV / YBTL)","Brisbane (BNE / YBBN)",00:10:00,02:22:00
"615","Townsville",-19.2529253,146.7730751,"FD480","14-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",07:48:00,09:40:00
"616","Townsville",-19.2529253,146.7730751,"FD423","12-07-2022","Townsville (TSV / YBTL)","Horn Island (YHID)",05:59:00,08:11:00
"617","Townsville",-19.2529253,146.7730751,"FD480","13-07-2022","Townsville (TSV / YBTL)","Mareeba (MRG / YMBA)",11:01:00,12:51:00
"618","Townsville",-19.2529253,146.7730751,"FD480","06-07-2022","Townsville (TSV / YBTL)","Winton (WIN / YWTN)",10:06:00,12:04:00
"619","Townsville",-19.2529253,146.7730751,"FD480","07-07-2022","Townsville (TSV / YBTL)","Dysart (DYA / YDYS)",16:17:00,18:12:00
"620","Townsville",-19.2529253,146.7730751,"FD480","06-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",22:44:00,00:39:00
"621","Townsville",-19.2529253,146.7730751,"FD480","13-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",16:45:00,18:51:00
"622","Townsville",-19.2529253,146.7730751,"FD480","10-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",11:02:00,12:53:00
"623","Townsville",-19.2529253,146.7730751,"FD416","05-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",10:13:00,12:25:00
"624","Townsville",-19.2529253,146.7730751,"FD423","10-07-2022","Townsville (TSV / YBTL)","Moranbah (MOV / YMRB)",09:58:00,11:53:00
"625","Townsville",-19.2529253,146.7730751,"FD480","15-07-2022","Townsville (TSV / YBTL)","Innisfail (YIFL)",14:58:00,16:48:00
"626","Townsville",-19.2529253,146.7730751,"FD423","17-07-2022","Townsville (TSV / YBTL)","Proserpine / Whitsunday Coast (PPP / YBPN)",17:21:00,19:11:00
"627","Townsville",-19.2529253,146.7730751,"FD423","10-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",00:28:00,02:19:00
"628","Townsville",-19.2529253,146.7730751,"FD480","11-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",03:12:00,05:04:00
"629","Townsville",-19.2529253,146.7730751,"FD423","15-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",16:41:00,18:33:00
"630","Townsville",-19.2529253,146.7730751,"FD423","12-07-2022","Townsville (TSV / YBTL)","Cooktown (CTN / YCKN)",12:41:00,14:38:00
"631","Townsville",-19.2529253,146.7730751,"FD423","13-07-2022","Townsville (TSV / YBTL)","Moranbah (MOV / YMRB)",12:33:00,14:26:00
"632","Townsville",-19.2529253,146.7730751,"FD480","12-07-2022","Townsville (TSV / YBTL)","Cloncurry (CNJ / YCCY)",16:58:00,19:01:00
"633","Townsville",-19.2529253,146.7730751,"FD449","09-07-2022","Townsville (TSV / YBTL)","Rockhampton (ROK / YBRK)",12:44:00,14:42:00
"634","Townsville",-19.2529253,146.7730751,"FD480","17-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",05:19:00,07:23:00
"635","Townsville",-19.2529253,146.7730751,"FD480","08-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",00:45:00,02:36:00
"636","Townsville",-19.2529253,146.7730751,"FD480","14-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",13:04:00,14:56:00
"637","Townsville",-19.2529253,146.7730751,"FD480","09-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",15:47:00,17:39:00
"638","Townsville",-19.2529253,146.7730751,"FD423","11-07-2022","Townsville (TSV / YBTL)","Horn Island (YHID)",01:16:00,03:29:00
"639","Townsville",-19.2529253,146.7730751,"FD480","08-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",14:08:00,16:17:00
"640","Townsville",-19.2529253,146.7730751,"FD480","05-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",03:08:00,04:58:00
"641","Townsville",-19.2529253,146.7730751,"FD480","05-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",12:57:00,14:47:00
"642","Townsville",-19.2529253,146.7730751,"FD480","06-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",11:04:00,12:57:00
"643","Townsville",-19.2529253,146.7730751,"FD480","12-07-2022","Townsville (TSV / YBTL)","Clermont (CMQ / YCMT)",20:38:00,22:34:00
"644","Townsville",-19.2529253,146.7730751,"FD423","14-07-2022","Townsville (TSV / YBTL)","Normanton (YNTN)",01:23:00,03:23:00
"645","Townsville",-19.2529253,146.7730751,"FD416","15-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",15:08:00,17:13:00
"646","Townsville",-19.2529253,146.7730751,"FD423","15-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",06:22:00,08:15:00
"647","Townsville",-19.2529253,146.7730751,"FD423","17-07-2022","Townsville (TSV / YBTL)","Charters Towers (CXT / YCHT)",23:31:00,01:20:00
"648","Townsville",-19.2529253,146.7730751,"FD423","18-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",00:26:00,02:20:00
"649","Townsville",-19.2529253,146.7730751,"FD423","15-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",10:05:00,11:58:00
"650","Townsville",-19.2529253,146.7730751,"FD423","13-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",22:44:00,00:39:00
"651","Townsville",-19.2529253,146.7730751,"FD480","10-07-2022","Townsville (TSV / YBTL)","Cooktown (CTN / YCKN)",20:22:00,22:19:00
"652","Townsville",-19.2529253,146.7730751,"FD416","04-07-2022","Townsville (TSV / YBTL)","Normanton (YNTN)",12:56:00,14:56:00
"653","Townsville",-19.2529253,146.7730751,"FD480","09-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",11:53:00,14:00:00
"654","Townsville",-19.2529253,146.7730751,"FD480","16-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",23:31:00,01:36:00
"655","Townsville",-19.2529253,146.7730751,"FD423","11-07-2022","Townsville (TSV / YBTL)","Normanton (YNTN)",12:12:00,14:11:00
"656","Townsville",-19.2529253,146.7730751,"FD423","15-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",11:22:00,13:14:00
"657","Townsville",-19.2529253,146.7730751,"FD480","07-07-2022","Townsville (TSV / YBTL)","Mackay (MKY / YBMK)",01:25:00,03:16:00
"658","Townsville",-19.2529253,146.7730751,"FD416","16-07-2022","Townsville (TSV / YBTL)","Osborne Mine (YOSB)",11:17:00,13:18:00
"659","Townsville",-19.2529253,146.7730751,"FD480","05-07-2022","Townsville (TSV / YBTL)","Hughenden (HGD / YHUG)",20:51:00,22:46:00
"660","Townsville",-19.2529253,146.7730751,"FD423","18-07-2022","Townsville (TSV / YBTL)","Hughenden (HGD / YHUG)",09:25:00,11:18:00
"661","Townsville",-19.2529253,146.7730751,"FD489","15-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",11:45:00,13:39:00
"662","Townsville",-19.2529253,146.7730751,"FD480","07-07-2022","Townsville (TSV / YBTL)","Winton (WIN / YWTN)",21:23:00,23:21:00
"663","Townsville",-19.2529253,146.7730751,"FD423","05-07-2022","Townsville (TSV / YBTL)","Richmond (RCM / YRMD)",19:03:00,20:59:00
"664","Townsville",-19.2529253,146.7730751,"FD416","11-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",09:44:00,11:54:00
"665","Townsville",-19.2529253,146.7730751,"FD423","17-07-2022","Townsville (TSV / YBTL)","Hughenden (HGD / YHUG)",12:08:00,13:59:00
"666","Townsville",-19.2529253,146.7730751,"FD416","04-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",13:08:00,15:13:00
"667","Townsville",-19.2529253,146.7730751,"FD423","16-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",01:07:00,03:19:00
"668","Townsville",-19.2529253,146.7730751,"FD423","14-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",08:14:00,10:26:00
"669","Townsville",-19.2529253,146.7730751,"FD423","16-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",02:10:00,04:16:00
"670","Townsville",-19.2529253,146.7730751,"FD423","17-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",03:34:00,05:29:00
"671","Townsville",-19.2529253,146.7730751,"FD423","07-07-2022","Townsville (TSV / YBTL)","Cairns (CNS / YBCS)",14:58:00,16:50:00
"672","Townsville",-19.2529253,146.7730751,"FD423","06-07-2022","Townsville (TSV / YBTL)","Mount Isa (ISA / YBMA)",00:17:00,02:22:00
